date,description,amount,currency,channel,category
2025-03-05,PRET A MANGER,-70.15,GBP,direct_debit,meals
2025-05-21,NOTION LABS,-185.17,GBP,direct_debit,software
2025-04-07,RYANAIR FLIGHT,-88.74,GBP,card,travel
2025-04-10,FACEBOOK ADS,-10.38,GBP,card,marketing
2025-05-11,NOTION LABS,-189.73,GBP,transfer,software
2025-06-08,WEWORK RENT,-1200.43,GBP,card,rent
2025-01-30,APPLE STORE,-23.38,GBP,card,equipment
2025-03-01,OFFICE RENT LTD,-1273.32,GBP,card,rent
2025-01-16,OPEN API,-17.35,GBP,transfer,software
2025-04-29,NOTION LABS,-194.86,GBP,direct_debit,software
2025-04-03,FACEBOOK ADS,-10.16,GBP,card,marketing
2025-01-09,GOOGLE ADS,-77.87,GBP,card,marketing
2025-02-14,FACEBOOK ADS,-131.13,GBP,transfer,marketing
2025-05-12,RYANAIR FLIGHT,-17.81,GBP,transfer,travel
2025-04-10,FACEBOOK ADS,-78.61,GBP,transfer,marketing
2025-01-23,WEWORK RENT,-1845.64,GBP,transfer,rent
2025-04-11,UBER TRIP,-77.46,GBP,transfer,travel
2025-04-15,RYANAIR FLIGHT,-106.51,GBP,direct_debit,travel
2025-01-15,WEWORK RENT,-601.2,GBP,direct_debit,rent
2025-01-03,STARBUCKS,-187.96,GBP,direct_debit,meals
2025-03-06,WEWORK RENT,-509.21,GBP,card,rent
2025-05-31,AMAZON,-34.23,GBP,direct_debit,equipment
2025-05-27,APPLE STORE,-77.41,GBP,card,equipment
2025-02-06,WEWORK RENT,-1242.02,GBP,card,rent
2025-01-01,AWS CLOUD,-166.57,GBP,transfer,software
2025-06-08,NOTION LABS,-124.87,GBP,transfer,software
2025-02-24,AMAZON,-138.08,GBP,card,equipment
2025-03-07,NOTION LABS,-126.99,GBP,transfer,software
2025-05-01,PRET A MANGER,-133.37,GBP,direct_debit,meals
2025-02-12,PRET A MANGER,-174.29,GBP,card,meals
2025-04-27,PRET A MANGER,-182.04,GBP,transfer,meals
2025-02-23,WEWORK RENT,-1698.67,GBP,transfer,rent
2025-06-10,AMAZON,-127.86,GBP,card,equipment
2025-04-07,OFFICE RENT LTD,-894.77,GBP,direct_debit,rent
2025-06-09,OFFICE RENT LTD,-1538.16,GBP,direct_debit,rent
2025-06-11,OFFICE RENT LTD,-1254.77,GBP,transfer,rent
2025-04-18,GOOGLE ADS,-169.27,GBP,direct_debit,marketing
2025-02-08,FACEBOOK ADS,-141.56,GBP,direct_debit,marketing
2025-05-11,OFFICE RENT LTD,-1989.45,GBP,card,rent
2025-04-16,APPLE STORE,-92.83,GBP,card,equipment
2025-03-21,FACEBOOK ADS,-83.45,GBP,card,marketing
2025-03-01,NOTION LABS,-29.38,GBP,card,software
2025-06-22,TRAINLINE UK,-12.38,GBP,transfer,travel
2025-04-10,TRAINLINE UK,-60.69,GBP,direct_debit,travel
2025-06-14,AWS CLOUD,-57.79,GBP,transfer,software
2025-01-11,TRAINLINE UK,-127.17,GBP,transfer,travel
2025-05-18,OPEN API,-22.19,GBP,card,software
2025-01-14,UBER TRIP,-63.73,GBP,card,travel
2025-06-18,OFFICE RENT LTD,-1633.8,GBP,transfer,rent
2025-01-28,UBER TRIP,-10.29,GBP,card,travel
2025-01-02,PRET A MANGER,-57.44,GBP,transfer,meals
2025-05-04,UBER TRIP,-129.64,GBP,direct_debit,travel
2025-03-19,APPLE STORE,-183.37,GBP,transfer,equipment
2025-05-05,GOOGLE ADS,-70.75,GBP,direct_debit,marketing
2025-02-13,APPLE STORE,-25.98,GBP,direct_debit,equipment
2025-01-16,STARBUCKS,-170.14,GBP,transfer,meals
2025-03-14,AMAZON,-99.07,GBP,card,equipment
2025-02-18,TRAINLINE UK,-17.16,GBP,card,travel
2025-03-10,TRAINLINE UK,-134.42,GBP,direct_debit,travel
2025-04-12,AMAZON,-83.75,GBP,direct_debit,equipment
2025-06-24,STARBUCKS,-79.36,GBP,transfer,meals
2025-04-20,FACEBOOK ADS,-85.35,GBP,direct_debit,marketing
2025-05-02,TRAINLINE UK,-174.55,GBP,card,travel
2025-04-12,PRET A MANGER,-158.48,GBP,card,meals
2025-02-26,GITHUB,-70.6,GBP,card,software
2025-05-01,FACEBOOK ADS,-83.88,GBP,card,marketing
2025-02-23,NOTION LABS,-197.69,GBP,direct_debit,software
2025-06-19,AMAZON,-123.54,GBP,direct_debit,equipment
2025-02-12,NOTION LABS,-174.34,GBP,direct_debit,software
2025-03-20,PRET A MANGER,-196.73,GBP,card,meals
2025-01-24,APPLE STORE,-130.2,GBP,transfer,equipment
2025-06-09,AMAZON,-152.45,GBP,transfer,equipment
2025-06-09,PRET A MANGER,-169.43,GBP,transfer,meals
2025-04-19,WEWORK RENT,-1348.49,GBP,direct_debit,rent
2025-06-01,APPLE STORE,-130.17,GBP,card,equipment
2025-02-01,GOOGLE ADS,-72.68,GBP,card,marketing
2025-04-28,AMAZON,-193.94,GBP,direct_debit,equipment
2025-01-27,AMAZON,-64.25,GBP,card,equipment
2025-04-25,STARBUCKS,-118.5,GBP,card,meals
2025-06-09,GOOGLE ADS,-56.61,GBP,transfer,marketing
2025-03-24,GITHUB,-8.05,GBP,card,software
2025-03-16,GITHUB,-136.97,GBP,transfer,software
2025-06-10,APPLE STORE,-90.21,GBP,direct_debit,equipment
2025-05-13,GOOGLE ADS,-166.46,GBP,card,marketing
2025-05-08,GITHUB,-80.07,GBP,transfer,software
2025-02-04,TRAINLINE UK,-98.27,GBP,transfer,travel
2025-05-25,GOOGLE ADS,-40.53,GBP,transfer,marketing
2025-05-03,GITHUB,-190.53,GBP,card,software
2025-04-01,OPEN API,-61.63,GBP,direct_debit,software
2025-05-20,PRET A MANGER,-19.23,GBP,card,meals
2025-05-19,GITHUB,-51.8,GBP,card,software
2025-01-13,GOOGLE ADS,-41.15,GBP,card,marketing
2025-02-17,APPLE STORE,-83.69,GBP,card,equipment
2025-01-10,AMAZON,-161.37,GBP,transfer,equipment
2025-06-30,APPLE STORE,-41.95,GBP,direct_debit,equipment
2025-06-21,GITHUB,-90.89,GBP,transfer,software
2025-06-30,TRAINLINE UK,-89.08,GBP,card,travel
2025-02-19,NOTION LABS,-80.65,GBP,card,software
2025-05-03,APPLE STORE,-23.84,GBP,direct_debit,equipment
2025-05-25,STARBUCKS,-140.42,GBP,card,meals
2025-01-15,OFFICE RENT LTD,-1654.71,GBP,transfer,rent
2025-05-11,OPEN API,-44.25,GBP,card,software
2025-04-11,RYANAIR FLIGHT,-149.38,GBP,transfer,travel
2025-02-17,NOTION LABS,-163.15,GBP,transfer,software
2025-01-22,AMAZON,-67.11,GBP,transfer,equipment
2025-05-28,GOOGLE ADS,-116.6,GBP,transfer,marketing
2025-02-08,OPEN API,-89.29,GBP,card,software
2025-02-15,UBER TRIP,-139.87,GBP,card,travel
2025-05-15,UBER TRIP,-93.47,GBP,direct_debit,travel
2025-04-17,PRET A MANGER,-86.23,GBP,transfer,meals
2025-06-27,AWS CLOUD,-93.93,GBP,transfer,software
2025-02-09,OFFICE RENT LTD,-987.6,GBP,direct_debit,rent
2025-05-17,NOTION LABS,-68.83,GBP,transfer,software
2025-01-13,GOOGLE ADS,-101.64,GBP,card,marketing
2025-06-13,STARBUCKS,-191.81,GBP,direct_debit,meals
2025-04-02,OFFICE RENT LTD,-1841.14,GBP,card,rent
2025-06-03,UBER TRIP,-35.15,GBP,card,travel
2025-06-19,FACEBOOK ADS,-5.26,GBP,card,marketing
2025-05-18,APPLE STORE,-120.85,GBP,card,equipment
2025-05-24,AMAZON,-90.4,GBP,transfer,equipment
2025-01-01,GITHUB,-180.04,GBP,card,software
2025-01-07,OFFICE RENT LTD,-851.53,GBP,transfer,rent
2025-04-07,STARBUCKS,-34.87,GBP,direct_debit,meals
2025-06-22,TRAINLINE UK,-190.47,GBP,card,travel
2025-02-08,UBER TRIP,-77.38,GBP,transfer,travel
2025-04-07,FACEBOOK ADS,-138.2,GBP,card,marketing
2025-05-16,RYANAIR FLIGHT,-167.28,GBP,direct_debit,travel
2025-04-25,UBER TRIP,-95.37,GBP,transfer,travel
2025-02-28,WEWORK RENT,-1036.0,GBP,transfer,rent
2025-05-20,AMAZON,-192.3,GBP,transfer,equipment
2025-06-23,FACEBOOK ADS,-188.46,GBP,direct_debit,marketing
2025-01-19,AWS CLOUD,-190.65,GBP,direct_debit,software
2025-02-05,WEWORK RENT,-602.52,GBP,transfer,rent
2025-05-29,PRET A MANGER,-126.99,GBP,card,meals
2025-04-15,FACEBOOK ADS,-54.89,GBP,direct_debit,marketing
2025-02-21,RYANAIR FLIGHT,-28.2,GBP,card,travel
2025-06-27,APPLE STORE,-141.59,GBP,transfer,equipment
2025-03-17,PRET A MANGER,-120.13,GBP,transfer,meals
2025-01-08,RYANAIR FLIGHT,-109.13,GBP,transfer,travel
2025-02-11,TRAINLINE UK,-158.3,GBP,card,travel
2025-01-17,FACEBOOK ADS,-54.63,GBP,direct_debit,marketing
2025-03-21,PRET A MANGER,-175.62,GBP,transfer,meals
2025-06-18,GITHUB,-191.78,GBP,card,software
2025-05-11,WEWORK RENT,-1396.52,GBP,transfer,rent
2025-06-18,APPLE STORE,-139.58,GBP,card,equipment
2025-01-07,PRET A MANGER,-35.58,GBP,direct_debit,meals
2025-03-08,WEWORK RENT,-1895.77,GBP,transfer,rent
2025-05-30,UBER TRIP,-16.77,GBP,transfer,travel
2025-03-31,WEWORK RENT,-813.74,GBP,direct_debit,rent
2025-04-07,AWS CLOUD,-124.17,GBP,card,software
2025-03-21,OFFICE RENT LTD,-1635.74,GBP,direct_debit,rent
2025-05-05,WEWORK RENT,-811.39,GBP,direct_debit,rent
2025-05-04,FACEBOOK ADS,-156.51,GBP,transfer,marketing
2025-02-22,GOOGLE ADS,-69.38,GBP,card,marketing
2025-06-16,OFFICE RENT LTD,-1159.15,GBP,direct_debit,rent
2025-02-22,OPEN API,-93.97,GBP,transfer,software
2025-04-24,GOOGLE ADS,-74.03,GBP,transfer,marketing
2025-05-02,PRET A MANGER,-136.01,GBP,transfer,meals
2025-03-30,TRAINLINE UK,-50.09,GBP,card,travel
2025-04-02,TRAINLINE UK,-78.98,GBP,card,travel
2025-03-26,AMAZON,-76.84,GBP,card,equipment
2025-02-26,NOTION LABS,-19.11,GBP,direct_debit,software
2025-03-15,RYANAIR FLIGHT,-56.21,GBP,card,travel
2025-05-07,AMAZON,-25.38,GBP,transfer,equipment
2025-04-28,FACEBOOK ADS,-163.9,GBP,card,marketing
2025-03-08,AWS CLOUD,-167.5,GBP,card,software
2025-03-31,AMAZON,-30.83,GBP,direct_debit,equipment
2025-05-19,AWS CLOUD,-171.94,GBP,card,software
2025-04-04,AMAZON,-91.76,GBP,card,equipment
2025-01-14,STARBUCKS,-41.23,GBP,transfer,meals
2025-05-03,FACEBOOK ADS,-195.16,GBP,card,marketing
2025-05-07,OFFICE RENT LTD,-1705.26,GBP,transfer,rent
2025-05-17,APPLE STORE,-116.4,GBP,card,equipment
2025-02-12,GOOGLE ADS,-129.67,GBP,card,marketing
2025-06-20,WEWORK RENT,-1692.41,GBP,transfer,rent
2025-02-20,UBER TRIP,-108.16,GBP,transfer,travel
2025-01-24,WEWORK RENT,-1979.22,GBP,direct_debit,rent
2025-02-26,NOTION LABS,-117.62,GBP,transfer,software
2025-04-10,OFFICE RENT LTD,-622.57,GBP,transfer,rent
2025-01-03,AMAZON,-124.16,GBP,direct_debit,equipment
2025-01-04,OFFICE RENT LTD,-1641.63,GBP,card,rent
2025-01-01,UBER TRIP,-11.32,GBP,direct_debit,travel
2025-03-24,APPLE STORE,-87.57,GBP,card,equipment
2025-06-19,TRAINLINE UK,-198.06,GBP,transfer,travel
2025-02-09,OFFICE RENT LTD,-763.46,GBP,transfer,rent
2025-03-06,STARBUCKS,-119.49,GBP,transfer,meals
2025-06-30,TRAINLINE UK,-75.07,GBP,card,travel
2025-01-15,FACEBOOK ADS,-76.46,GBP,card,marketing
2025-03-21,AWS CLOUD,-118.52,GBP,direct_debit,software
2025-02-18,APPLE STORE,-31.16,GBP,transfer,equipment
2025-05-10,GITHUB,-124.04,GBP,direct_debit,software
2025-04-16,STARBUCKS,-162.23,GBP,card,meals
2025-04-26,WEWORK RENT,-1089.64,GBP,card,rent
2025-03-10,RYANAIR FLIGHT,-197.13,GBP,direct_debit,travel
2025-01-28,NOTION LABS,-152.88,GBP,direct_debit,software
2025-01-15,PRET A MANGER,-44.14,GBP,transfer,meals
2025-06-24,APPLE STORE,-136.8,GBP,direct_debit,equipment
2025-03-17,WEWORK RENT,-1488.76,GBP,direct_debit,rent
2025-03-11,WEWORK RENT,-1237.88,GBP,card,rent
2025-06-23,APPLE STORE,-49.53,GBP,card,equipment
2025-03-31,FACEBOOK ADS,-112.75,GBP,card,marketing
2025-05-17,NOTION LABS,-117.49,GBP,direct_debit,software
2025-05-15,OPEN API,-179.57,GBP,direct_debit,software
2025-03-14,NOTION LABS,-56.03,GBP,transfer,software
2025-04-22,GITHUB,-13.67,GBP,card,software
2025-04-21,GOOGLE ADS,-55.41,GBP,direct_debit,marketing
2025-05-13,UBER TRIP,-143.21,GBP,card,travel
2025-06-07,GOOGLE ADS,-9.0,GBP,transfer,marketing
2025-01-21,WEWORK RENT,-1370.26,GBP,direct_debit,rent
2025-01-16,AWS CLOUD,-138.69,GBP,card,software
2025-06-24,APPLE STORE,-99.59,GBP,direct_debit,equipment
2025-04-19,AWS CLOUD,-28.01,GBP,transfer,software
2025-02-25,WEWORK RENT,-991.49,GBP,direct_debit,rent
2025-01-09,GOOGLE ADS,-56.62,GBP,card,marketing
2025-05-24,PRET A MANGER,-97.52,GBP,transfer,meals
2025-01-23,PRET A MANGER,-96.81,GBP,card,meals
2025-05-23,FACEBOOK ADS,-77.32,GBP,transfer,marketing
2025-06-04,FACEBOOK ADS,-51.95,GBP,direct_debit,marketing
2025-03-13,PRET A MANGER,-41.26,GBP,direct_debit,meals
2025-01-30,WEWORK RENT,-1537.91,GBP,direct_debit,rent
2025-04-08,AMAZON,-14.15,GBP,transfer,equipment
2025-01-30,WEWORK RENT,-522.3,GBP,card,rent
2025-03-25,GOOGLE ADS,-68.61,GBP,transfer,marketing
2025-03-19,WEWORK RENT,-1607.31,GBP,transfer,rent
2025-01-21,RYANAIR FLIGHT,-11.67,GBP,transfer,travel
2025-01-12,APPLE STORE,-153.58,GBP,card,equipment
2025-03-04,AMAZON,-178.58,GBP,card,equipment
2025-04-03,TRAINLINE UK,-132.82,GBP,transfer,travel
2025-06-14,APPLE STORE,-57.75,GBP,transfer,equipment
2025-05-31,RYANAIR FLIGHT,-105.93,GBP,direct_debit,travel
2025-05-18,PRET A MANGER,-44.39,GBP,direct_debit,meals
2025-05-28,AMAZON,-27.54,GBP,card,equipment
2025-06-29,UBER TRIP,-61.98,GBP,transfer,travel
2025-04-27,AMAZON,-40.77,GBP,card,equipment
2025-05-18,PRET A MANGER,-181.94,GBP,direct_debit,meals
2025-06-19,APPLE STORE,-124.49,GBP,transfer,equipment
2025-02-25,GOOGLE ADS,-124.8,GBP,card,marketing
2025-02-14,APPLE STORE,-149.94,GBP,transfer,equipment
2025-05-04,PRET A MANGER,-85.65,GBP,transfer,meals
2025-04-11,APPLE STORE,-141.77,GBP,card,equipment
2025-04-09,APPLE STORE,-193.68,GBP,card,equipment
2025-05-26,WEWORK RENT,-860.38,GBP,transfer,rent
2025-05-28,OFFICE RENT LTD,-1097.96,GBP,card,rent
2025-06-30,AWS CLOUD,-61.91,GBP,direct_debit,software
2025-04-30,GOOGLE ADS,-113.77,GBP,transfer,marketing
2025-01-21,UBER TRIP,-34.47,GBP,transfer,travel
2025-01-14,STARBUCKS,-104.37,GBP,transfer,meals
2025-06-28,FACEBOOK ADS,-75.45,GBP,card,marketing
2025-06-06,NOTION LABS,-93.62,GBP,card,software
2025-02-01,WEWORK RENT,-1892.95,GBP,direct_debit,rent
2025-01-16,GOOGLE ADS,-73.3,GBP,transfer,marketing
2025-06-27,FACEBOOK ADS,-26.44,GBP,direct_debit,marketing
2025-05-30,PRET A MANGER,-147.94,GBP,direct_debit,meals
2025-05-18,AMAZON,-179.58,GBP,card,equipment
2025-06-10,FACEBOOK ADS,-62.21,GBP,card,marketing
2025-01-08,OFFICE RENT LTD,-526.12,GBP,transfer,rent
2025-01-25,WEWORK RENT,-1934.94,GBP,transfer,rent
2025-02-22,STARBUCKS,-140.71,GBP,card,meals
2025-02-18,OFFICE RENT LTD,-526.43,GBP,transfer,rent
2025-06-22,GITHUB,-75.67,GBP,direct_debit,software
2025-05-12,GOOGLE ADS,-20.04,GBP,card,marketing
2025-04-01,STARBUCKS,-28.75,GBP,direct_debit,meals
2025-01-25,AWS CLOUD,-162.67,GBP,transfer,software
2025-06-18,GOOGLE ADS,-101.93,GBP,transfer,marketing
2025-05-18,WEWORK RENT,-1727.98,GBP,transfer,rent
2025-01-03,OFFICE RENT LTD,-1011.31,GBP,transfer,rent
2025-04-10,PRET A MANGER,-53.16,GBP,card,meals
2025-02-26,PRET A MANGER,-12.97,GBP,card,meals
2025-06-14,RYANAIR FLIGHT,-127.62,GBP,transfer,travel
2025-01-26,WEWORK RENT,-704.56,GBP,direct_debit,rent
2025-06-16,FACEBOOK ADS,-196.16,GBP,direct_debit,marketing
2025-01-19,OFFICE RENT LTD,-1743.01,GBP,card,rent
2025-03-07,WEWORK RENT,-654.6,GBP,card,rent
2025-06-04,TRAINLINE UK,-149.93,GBP,card,travel
2025-01-28,STARBUCKS,-188.8,GBP,transfer,meals
2025-06-29,GOOGLE ADS,-75.56,GBP,card,marketing
2025-05-28,WEWORK RENT,-535.61,GBP,direct_debit,rent
2025-05-21,STARBUCKS,-123.48,GBP,card,meals
2025-06-18,AWS CLOUD,-116.44,GBP,transfer,software
2025-04-28,STARBUCKS,-14.54,GBP,transfer,meals
2025-04-13,UBER TRIP,-103.59,GBP,card,travel
2025-01-09,OFFICE RENT LTD,-1428.02,GBP,direct_debit,rent
2025-02-27,OFFICE RENT LTD,-514.7,GBP,transfer,rent
2025-01-10,APPLE STORE,-174.38,GBP,direct_debit,equipment
2025-04-30,FACEBOOK ADS,-73.37,GBP,direct_debit,marketing
2025-01-31,PRET A MANGER,-27.35,GBP,transfer,meals
2025-01-26,AWS CLOUD,-168.35,GBP,transfer,software
2025-05-21,RYANAIR FLIGHT,-57.54,GBP,transfer,travel
2025-01-11,GITHUB,-56.85,GBP,card,software
2025-02-02,FACEBOOK ADS,-182.89,GBP,transfer,marketing
2025-04-11,RYANAIR FLIGHT,-187.55,GBP,transfer,travel
2025-01-04,GITHUB,-177.75,GBP,direct_debit,software
2025-04-19,OFFICE RENT LTD,-668.68,GBP,direct_debit,rent
2025-01-07,PRET A MANGER,-12.09,GBP,transfer,meals
2025-04-08,APPLE STORE,-111.91,GBP,card,equipment
2025-04-18,RYANAIR FLIGHT,-165.48,GBP,direct_debit,travel
2025-03-11,AMAZON,-101.89,GBP,direct_debit,equipment
2025-04-03,UBER TRIP,-50.35,GBP,card,travel
2025-06-18,GITHUB,-176.82,GBP,card,software
2025-03-05,OFFICE RENT LTD,-641.88,GBP,direct_debit,rent
2025-03-29,TRAINLINE UK,-149.97,GBP,transfer,travel
2025-04-18,AMAZON,-105.81,GBP,card,equipment
2025-02-21,WEWORK RENT,-749.09,GBP,card,rent
2025-06-20,PRET A MANGER,-69.55,GBP,direct_debit,meals
2025-02-23,FACEBOOK ADS,-187.13,GBP,direct_debit,marketing
2025-06-14,AMAZON,-91.65,GBP,direct_debit,equipment
2025-06-01,GOOGLE ADS,-66.4,GBP,direct_debit,marketing
2025-06-08,OPEN API,-56.95,GBP,card,software
2025-05-31,WEWORK RENT,-1895.19,GBP,direct_debit,rent
2025-05-30,TRAINLINE UK,-193.99,GBP,transfer,travel
2025-03-05,PRET A MANGER,-37.95,GBP,transfer,meals
2025-01-12,APPLE STORE,-19.85,GBP,card,equipment
2025-01-10,WEWORK RENT,-1521.02,GBP,card,rent
2025-01-14,STARBUCKS,-112.95,GBP,direct_debit,meals
2025-04-16,FACEBOOK ADS,-8.93,GBP,transfer,marketing
2025-04-09,UBER TRIP,-30.16,GBP,direct_debit,travel
2025-05-31,APPLE STORE,-158.55,GBP,direct_debit,equipment
2025-01-07,GOOGLE ADS,-138.02,GBP,direct_debit,marketing
2025-02-18,APPLE STORE,-35.42,GBP,direct_debit,equipment
2025-05-15,OPEN API,-21.33,GBP,direct_debit,software
2025-06-01,PRET A MANGER,-169.79,GBP,direct_debit,meals
2025-01-08,GITHUB,-75.98,GBP,direct_debit,software
2025-03-10,AMAZON,-81.54,GBP,direct_debit,equipment
2025-05-02,PRET A MANGER,-71.61,GBP,transfer,meals
2025-02-02,AWS CLOUD,-51.14,GBP,direct_debit,software
2025-05-27,APPLE STORE,-191.2,GBP,direct_debit,equipment
2025-06-28,NOTION LABS,-31.92,GBP,transfer,software
2025-06-05,UBER TRIP,-189.42,GBP,direct_debit,travel
2025-01-22,UBER TRIP,-76.6,GBP,transfer,travel
2025-02-20,STARBUCKS,-64.56,GBP,transfer,meals
2025-03-26,PRET A MANGER,-171.82,GBP,direct_debit,meals
2025-02-06,GITHUB,-67.48,GBP,transfer,software
2025-06-18,APPLE STORE,-64.85,GBP,transfer,equipment
2025-02-15,GOOGLE ADS,-103.35,GBP,transfer,marketing
2025-05-06,NOTION LABS,-124.49,GBP,direct_debit,software
2025-01-26,GOOGLE ADS,-7.55,GBP,card,marketing
2025-04-23,WEWORK RENT,-516.4,GBP,transfer,rent
2025-06-01,AMAZON,-167.98,GBP,transfer,equipment
2025-04-18,STARBUCKS,-99.1,GBP,direct_debit,meals
2025-05-22,UBER TRIP,-169.58,GBP,direct_debit,travel
2025-06-08,TRAINLINE UK,-32.9,GBP,transfer,travel
2025-05-31,FACEBOOK ADS,-58.69,GBP,card,marketing
2025-04-18,RYANAIR FLIGHT,-69.04,GBP,transfer,travel
2025-04-03,STARBUCKS,-175.59,GBP,transfer,meals
2025-06-21,FACEBOOK ADS,-52.49,GBP,card,marketing
2025-04-29,UBER TRIP,-194.14,GBP,direct_debit,travel
2025-06-29,OFFICE RENT LTD,-1559.53,GBP,card,rent
2025-01-29,WEWORK RENT,-1233.89,GBP,transfer,rent
2025-03-24,WEWORK RENT,-729.17,GBP,transfer,rent
2025-06-22,NOTION LABS,-181.05,GBP,transfer,software
2025-04-11,WEWORK RENT,-551.7,GBP,transfer,rent
2025-06-06,STARBUCKS,-114.06,GBP,card,meals
2025-06-05,STARBUCKS,-89.22,GBP,transfer,meals
2025-02-11,AWS CLOUD,-20.03,GBP,transfer,software
2025-02-13,NOTION LABS,-84.66,GBP,transfer,software
2025-04-13,GOOGLE ADS,-145.49,GBP,card,marketing
2025-03-14,GITHUB,-41.85,GBP,transfer,software
2025-05-19,AMAZON,-80.49,GBP,card,equipment
2025-04-24,UBER TRIP,-40.48,GBP,card,travel
2025-03-13,WEWORK RENT,-1561.58,GBP,direct_debit,rent
2025-05-30,GITHUB,-144.33,GBP,direct_debit,software
2025-03-07,GOOGLE ADS,-161.24,GBP,transfer,marketing
2025-04-08,UBER TRIP,-7.14,GBP,transfer,travel
2025-02-14,FACEBOOK ADS,-6.38,GBP,card,marketing
2025-01-16,AMAZON,-125.07,GBP,card,equipment
2025-01-10,OPEN API,-25.61,GBP,card,software
2025-05-18,UBER TRIP,-82.05,GBP,transfer,travel
2025-06-08,STARBUCKS,-51.8,GBP,transfer,meals
2025-04-21,TRAINLINE UK,-110.47,GBP,card,travel
2025-02-21,UBER TRIP,-167.35,GBP,direct_debit,travel
2025-05-02,UBER TRIP,-79.25,GBP,direct_debit,travel
2025-04-01,OPEN API,-88.81,GBP,card,software
2025-02-28,FACEBOOK ADS,-87.98,GBP,card,marketing
2025-04-23,STARBUCKS,-71.16,GBP,transfer,meals
2025-05-03,AWS CLOUD,-135.95,GBP,direct_debit,software
2025-05-07,STARBUCKS,-39.41,GBP,transfer,meals
2025-05-03,WEWORK RENT,-1908.4,GBP,card,rent
2025-02-17,RYANAIR FLIGHT,-45.88,GBP,direct_debit,travel
2025-05-21,RYANAIR FLIGHT,-79.78,GBP,card,travel
2025-06-09,RYANAIR FLIGHT,-46.23,GBP,card,travel
2025-05-15,PRET A MANGER,-91.36,GBP,direct_debit,meals
2025-06-20,GITHUB,-93.33,GBP,transfer,software
2025-05-18,AMAZON,-107.13,GBP,transfer,equipment
2025-06-24,STARBUCKS,-191.47,GBP,card,meals
2025-04-13,PRET A MANGER,-69.59,GBP,transfer,meals
2025-01-02,NOTION LABS,-183.85,GBP,transfer,software
2025-06-23,UBER TRIP,-187.07,GBP,direct_debit,travel
2025-01-05,GITHUB,-96.56,GBP,transfer,software
2025-02-10,WEWORK RENT,-1448.85,GBP,transfer,rent
2025-01-25,OFFICE RENT LTD,-656.9,GBP,card,rent
2025-04-02,FACEBOOK ADS,-86.8,GBP,card,marketing
2025-02-03,OFFICE RENT LTD,-881.9,GBP,card,rent
2025-06-23,AMAZON,-90.52,GBP,transfer,equipment
2025-04-30,AMAZON,-29.5,GBP,card,equipment
2025-05-02,OFFICE RENT LTD,-1808.5,GBP,card,rent
2025-02-20,APPLE STORE,-118.92,GBP,direct_debit,equipment
2025-05-26,STARBUCKS,-107.18,GBP,transfer,meals
2025-03-25,FACEBOOK ADS,-47.92,GBP,direct_debit,marketing
2025-01-31,PRET A MANGER,-24.61,GBP,card,meals
2025-04-07,AMAZON,-27.3,GBP,card,equipment
2025-05-01,OFFICE RENT LTD,-1280.09,GBP,transfer,rent
2025-06-04,GOOGLE ADS,-27.58,GBP,card,marketing
2025-04-06,STARBUCKS,-173.06,GBP,transfer,meals
2025-02-11,APPLE STORE,-146.16,GBP,transfer,equipment
2025-01-01,PRET A MANGER,-109.43,GBP,transfer,meals
2025-03-11,NOTION LABS,-131.34,GBP,card,software
2025-02-07,UBER TRIP,-186.58,GBP,transfer,travel
2025-02-05,FACEBOOK ADS,-174.32,GBP,direct_debit,marketing
2025-04-03,OFFICE RENT LTD,-1090.08,GBP,card,rent
2025-01-01,OFFICE RENT LTD,-1660.23,GBP,direct_debit,rent
2025-06-27,OFFICE RENT LTD,-1422.31,GBP,direct_debit,rent
2025-04-16,OPEN API,-8.34,GBP,transfer,software
2025-01-02,OPEN API,-129.37,GBP,transfer,software
2025-04-13,AMAZON,-197.42,GBP,card,equipment
2025-01-15,AWS CLOUD,-26.99,GBP,transfer,software
2025-02-17,GITHUB,-172.59,GBP,direct_debit,software
2025-03-10,AMAZON,-177.61,GBP,card,equipment
2025-06-27,PRET A MANGER,-26.19,GBP,direct_debit,meals
2025-03-16,OFFICE RENT LTD,-622.49,GBP,direct_debit,rent
2025-05-22,STARBUCKS,-90.43,GBP,direct_debit,meals
2025-06-26,WEWORK RENT,-1991.55,GBP,direct_debit,rent
2025-01-01,GOOGLE ADS,-177.46,GBP,direct_debit,marketing
2025-05-09,STARBUCKS,-136.79,GBP,card,meals
2025-05-30,AMAZON,-195.74,GBP,transfer,equipment
2025-04-03,RYANAIR FLIGHT,-131.47,GBP,direct_debit,travel
2025-05-16,GOOGLE ADS,-76.94,GBP,card,marketing
2025-04-08,APPLE STORE,-174.14,GBP,direct_debit,equipment
2025-06-17,AMAZON,-43.47,GBP,transfer,equipment
2025-04-06,GOOGLE ADS,-36.94,GBP,transfer,marketing
2025-02-13,STARBUCKS,-150.93,GBP,transfer,meals
2025-02-17,FACEBOOK ADS,-88.46,GBP,direct_debit,marketing
2025-03-28,WEWORK RENT,-1842.96,GBP,transfer,rent
2025-05-20,NOTION LABS,-100.31,GBP,transfer,software
2025-06-10,TRAINLINE UK,-199.7,GBP,card,travel
2025-02-16,STARBUCKS,-59.02,GBP,card,meals
